title	category	speaker	date	url
华南理工大学招生宣讲会		相关负责人	2017-06-12	http://news.cqu.edu.cn/newsv2/show-24-309-1.html
重庆市高校云计算与大数据人才培养研讨会	工程科学前沿讲坛	沙行勉、陈超、刘鹏、汪林林、李波、李方清	2017-06-09	http://news.cqu.edu.cn/newsv2/show-24-303-1.html
公管讲坛第51讲	公管讲坛	万东华	2017-06-08	http://news.cqu.edu.cn/newsv2/show-24-302-1.html
浙江大学程军教授讲座	工程科学前沿讲坛	程军教授	2017-06-06	http://news.cqu.edu.cn/newsv2/show-24-297-1.html
日本九州大学今石宣之教授讲座	工程科学前沿讲坛	今石宣之教授	2017-06-05	http://news.cqu.edu.cn/newsv2/show-24-296-1.html
怎样理解儒家的政治法律思想	重大讲座	苏亦工	2017-06-03	http://news.cqu.edu.cn/newsv2/show-24-299-1.html
“小有产者”的理想及其不满——重读“汪三篇”（《受戒》、《岁寒三友》、《大淖记事》）	博雅讲座	罗岗	2017-06-02	http://news.cqu.edu.cn/newsv2/show-24-294-1.html
“逸夫楼”讲座预告 —《大学生常见心理问题的识别与对策》	逸夫楼讲座	汪波	2017-05-31	http://news.cqu.edu.cn/newsv2/show-24-300-1.html
纳米材料国际顶级专家美国北卡大学Yuntian Zhu教授学术报告	工程科学前沿讲坛	Yuntian Zhu	2017-05-28	http://news.cqu.edu.cn/newsv2/show-24-292-1.html
回归建筑的文化	重大讲座	池雅洁	2017-05-27	http://news.cqu.edu.cn/newsv2/show-24-295-1.html
跨越国界的鲁迅-----从竹内好的《鲁迅》谈起	文字斋讲座	孙歌	2017-05-26	http://news.cqu.edu.cn/newsv2/show-24-293-1.html
天津商业大学申江教授讲座	工程科学前沿讲坛	申江教授	2017-05-25	http://news.cqu.edu.cn/newsv2/show-24-298-1.html
重庆大学缙云论坛	缙湖讲坛	MD Lloyd,林正红,陈爱军,庞珊珊,钟莉	2017-05-19	http://news.cqu.edu.cn/newsv2/show-24-287-1.html
计算机学院专家讲座	重大讲座	美国得克萨斯州山姆休斯顿大学王建忠教授	2017-05-19	http://news.cqu.edu.cn/newsv2/show-24-291-1.html
Regional characteristics and design of local public facilities		Prof. Shigemura	2017-05-18	http://news.cqu.edu.cn/newsv2/show-24-290-1.html
广州大学土木工程学院崔杰教授学术报告		崔杰	2017-05-16	http://news.cqu.edu.cn/newsv2/show-24-286-1.html
台湾中原大学黄坤锦教授通识教育讲座		黄坤锦	2017-05-16	http://news.cqu.edu.cn/newsv2/show-24-285-1.html
北京理工大学前沿交叉科学研究院陈小伟教授报告	工程科学前沿讲坛	陈小伟	2017-05-15	http://news.cqu.edu.cn/newsv2/show-24-283-1.html
浙江大学航空航天学院曲绍兴教授报告	工程科学前沿讲坛	曲绍兴	2017-05-15	http://news.cqu.edu.cn/newsv2/show-24-281-1.html
美国马里兰大学汽车教授讲座	汽车工程前沿讲坛	Michael Pecht教授	2017-05-12	http://news.cqu.edu.cn/newsv2/show-24-279-1.html
第二届嘉陵江化学化工学术前沿论坛		罗和安、廖世军等校内外教授	2017-05-12	http://news.cqu.edu.cn/newsv2/show-24-280-1.html
知识产权的私权属性与政策功能		吴汉东	2017-05-11	http://news.cqu.edu.cn/newsv2/show-24-278-1.html
中国工程院殷瑞钰院士学术报告会	工程科学前沿讲坛	殷瑞钰	2017-05-11	http://news.cqu.edu.cn/newsv2/show-24-276-1.html
意大利都灵理工大学Barla教授来校讲座	工程科学前沿讲坛	Giovanni Barla教授	2017-05-10	http://news.cqu.edu.cn/newsv2/show-24-277-1.html
中国工程院何季麟院士学术报告会	工程科学前沿讲坛	何季麟	2017-05-06	http://news.cqu.edu.cn/newsv2/show-24-274-1.html
2017重庆大学动力系统研讨会		黄小军等	2017-05-04	http://news.cqu.edu.cn/newsv2/show-24-273-1.html
何江谈肿瘤分子影像和纳米医学		何江	2017-05-03	http://news.cqu.edu.cn/newsv2/show-24-275-1.html
计算机学院专家讲座		杨子江（西密西根大学计算机科学系教授）	2017-04-28	http://news.cqu.edu.cn/newsv2/show-24-271-1.html
美国普渡大学Linda S.Lee 教授学术讲座	工程科学前沿讲坛	Linda S.Lee 教授	2017-04-27	http://news.cqu.edu.cn/newsv2/show-24-260-1.html
苏州热工研究院运行技术部总工程师郭建兵研究员讲座	工程科学前沿讲坛	郭建兵研究员	2017-04-27	http://news.cqu.edu.cn/newsv2/show-24-270-1.html
中国工程院王玉忠院士学术报告会	工程科学前沿讲坛	王玉忠	2017-04-25	http://news.cqu.edu.cn/newsv2/show-24-269-1.html
绿能产业发展、国际环境公约与WTO自由贸易精神之调和	重大讲座	许耀明	2017-04-24	http://news.cqu.edu.cn/newsv2/show-24-272-1.html
刘继明谈个人化、人民性与历史观 兼谈“新社会主义文学	文字斋讲座	刘继明	2017-04-22	http://news.cqu.edu.cn/newsv2/show-24-266-1.html
刘小红谈儿童亲子阅读		刘小红	2017-04-22	http://news.cqu.edu.cn/newsv2/show-24-268-1.html
人群中的人：黑色电影和现代侦探	博雅讲座	毛尖	2017-04-21	http://news.cqu.edu.cn/newsv2/show-24-265-1.html
李春谈抗逆生物转化系统的构建与应用		李春	2017-04-21	http://news.cqu.edu.cn/newsv2/show-24-267-1.html
温铁军谈全球危机与中国道路	重大讲座	温铁军	2017-04-18	http://news.cqu.edu.cn/newsv2/show-24-263-1.html
王心扬谈跨国主义与美国移民史学	文字斋讲座	王心扬	2017-04-18	http://news.cqu.edu.cn/newsv2/show-24-264-1.html
傅强谈界面和表面催化		傅强	2017-04-17	http://news.cqu.edu.cn/newsv2/show-24-261-1.html
黄延强谈航天航空催化剂技术		黄延强	2017-04-17	http://news.cqu.edu.cn/newsv2/show-24-262-1.html
“为世界而爱”：语文学，世界文学和人文主义	博雅讲座	童庆生	2017-04-15	http://news.cqu.edu.cn/newsv2/show-24-258-1.html
英国考文垂大学教授讲座	工程科学前沿讲坛	林明锦（Ming K. Lim）教授	2017-04-14	http://news.cqu.edu.cn/newsv2/show-24-255-1.html
美国机械工程师协会会士樊奇学术报告会	工程科学前沿讲坛	樊奇	2017-04-10	http://news.cqu.edu.cn/newsv2/show-24-254-1.html
第69期经管论坛--论文写作交流分享系列讲座	经管讲坛	张盼 杨娜	2017-04-07	http://news.cqu.edu.cn/newsv2/show-24-251-1.html
清华大学庄茁教授工程科学前沿讲坛报告	工程科学前沿讲坛	庄茁	2017-04-07	http://news.cqu.edu.cn/newsv2/show-24-252-1.html
旅拍人像实战攻略，版主讲摄影--——建筑馆双脚丈量地球之系列讲座		王子	2017-03-25	http://news.cqu.edu.cn/newsv2/show-24-246-1.html
韩国工学翰林院辛光善院士讲座	工程科学前沿讲坛	Prof. Kwang Seon Shin	2017-03-24	http://news.cqu.edu.cn/newsv2/show-24-248-1.html
中建讲坛”第8讲：回归大地——西部建筑创作实践	中建讲坛	赵元超	2017-03-23	http://news.cqu.edu.cn/newsv2/show-24-247-1.html
北京大学特聘教授王希谈民主的异化	博雅讲座	王希	2017-03-21	http://news.cqu.edu.cn/newsv2/show-24-244-1.html
亚伯拉罕·林肯与美国奴隶制的终结	重庆讲座	埃里克·方纳（Eric Foner）教授	2017-03-20	http://news.cqu.edu.cn/newsv2/show-24-243-1.html
中国工程院谭建荣院士学术报告会	工程科学前沿讲坛	谭建荣 中国工程院院士	2017-03-20	http://news.cqu.edu.cn/newsv2/show-24-245-1.html
清代群体性事件的法律约束及其效果	重大讲座	林乾	2017-03-11	http://news.cqu.edu.cn/newsv2/show-24-239-1.html
美国宾夕法尼亚州立大学教授讲座	工程科学前沿讲坛	FAN-BILL CHEUNG教授	2017-03-10	http://news.cqu.edu.cn/newsv2/show-24-241-1.html
中国工程院范维澄院士讲座	工程科学前沿讲坛	范维澄	2017-03-09	http://news.cqu.edu.cn/newsv2/show-24-240-1.html
土木工程学院院士专家学术报告之翟恩地讲座	重大讲座	翟恩地	2017-03-09	http://news.cqu.edu.cn/newsv2/show-24-242-1.html
土木工程学院院士专家系列报告之田村幸雄讲座	重大讲座	田村幸雄 院士	2017-02-23	http://news.cqu.edu.cn/newsv2/show-24-238-1.html
华北电力大学刘石教授讲座	工程科学前沿讲坛	刘石教授	2017-01-17	http://news.cqu.edu.cn/newsv2/show-24-237-1.html
澳大利亚莫纳什大学铝合金专家学术讲座	工程科学前沿讲坛	Prof. Malcolm James COUPER	2017-01-09	http://news.cqu.edu.cn/newsv2/show-24-236-1.html
香港大学—重庆大学“城市转型与治理”系列学术活动	博硕论坛	何深静副教授，香港大学	2016-12-23	http://news.cqu.edu.cn/newsv2/show-24-235-1.html
增强现实头戴显示技术研究进展	光电讲坛	王涌天	2016-12-17	http://news.cqu.edu.cn/newsv2/show-24-234-1.html
太赫兹成像和成谱技术及其应用	光电讲坛	朱亦鸣	2016-12-17	http://news.cqu.edu.cn/newsv2/show-24-233-1.html
美国软件工程专家学术讲座	工程科学前沿讲坛	Nan Niu Ph.D	2016-12-15	http://news.cqu.edu.cn/newsv2/show-24-229-1.html
澳大利亚格里菲斯大学教授讲座	工程科学前沿讲坛	张山青 教授	2016-12-14	http://news.cqu.edu.cn/newsv2/show-24-232-1.html
【创新基地?专题培训】关于进行Unity3D专题培训的预告		况山	2016-12-13	http://news.cqu.edu.cn/newsv2/show-24-223-1.html
澳大利亚昆士兰大学教授讲座	工程科学前沿讲坛	Professor Andrej Atrens	2016-12-10	http://news.cqu.edu.cn/newsv2/show-24-227-1.html
Sustainable biomass for energy storage devices	工程科学前沿讲坛	张山青教授	2016-12-09	http://news.cqu.edu.cn/newsv2/show-24-231-1.html
公管讲坛：社会科学中的计算思维	公管讲坛	李晓明 教授（北京大学）	2016-12-09	http://news.cqu.edu.cn/newsv2/show-24-228-1.html
“逸夫楼”讲座 —《考研英语阅读与写作解析》	逸夫楼讲座	刘博	2016-12-07	http://news.cqu.edu.cn/newsv2/show-24-225-1.html
路遥和《平凡的世界》	文字斋讲座	薛毅	2016-12-05	http://news.cqu.edu.cn/newsv2/show-24-219-1.html
关于举办职通讲坛第53期《选调生考情分析与真题解析》的通知	职通讲坛	迟鹏程	2016-12-01	http://news.cqu.edu.cn/newsv2/show-24-220-1.html
中国工程院雷清泉院士讲座	工程科学前沿讲坛	雷清泉 院士	2016-11-26	http://news.cqu.edu.cn/newsv2/show-24-222-1.html
韩国蔚山国家科学与技术研究院教授讲座	工程科学前沿讲坛	Prof. Rodney S. Ruoff	2016-11-25	http://news.cqu.edu.cn/newsv2/show-24-218-1.html
俄罗斯著名女高音歌唱家Olga Kondina教授来我校艺术学院讲课	重大讲座	Olga Kondina	2016-11-21	http://news.cqu.edu.cn/newsv2/show-24-202-1.html
“新世纪重庆文学走向”重庆市现当代文学研究会第十届年会暨学术研讨会召开		王本朝、周晓风、吕进	2016-11-19	http://news.cqu.edu.cn/newsv2/show-24-217-1.html
史学研究与史料研读	博雅讲座	史党社	2016-11-17	http://news.cqu.edu.cn/newsv2/show-24-214-1.html
计算机专家讲座		台湾清华大学信息工程系机何宗易教授	2016-11-15	http://news.cqu.edu.cn/newsv2/show-24-215-1.html
文明冲突、恐怖主义与全球化	文字斋讲座	范可	2016-11-12	http://news.cqu.edu.cn/newsv2/show-24-211-1.html
“中建讲坛”第7讲：汶川地震震害与建筑结构设计	中建讲坛	冯远	2016-11-10	http://news.cqu.edu.cn/newsv2/show-24-206-1.html
关于举办职通讲坛第52期《你的礼仪价值百万》讲座的通知	职通讲坛	沈琼	2016-11-10	http://news.cqu.edu.cn/newsv2/show-24-208-1.html
安全通论——刷新你的安全观念		杨义先	2016-11-10	http://news.cqu.edu.cn/newsv2/show-24-212-1.html
三峡工程与水利水电科技发展		郑守仁	2016-11-09	http://news.cqu.edu.cn/newsv2/show-24-209-1.html
新一代中国地震动参数区划图及其工程应用		陈国兴	2016-11-09	http://news.cqu.edu.cn/newsv2/show-24-210-1.html
德国大陆集团高级工程师做客汽车工程前言讲坛	汽车工程前沿讲坛	陈祯福教授	2016-11-09	http://news.cqu.edu.cn/newsv2/show-24-207-1.html
公管讲坛：“一带一路”战略的公共性质和创新公共管理对“一带一路”的作用	公管讲坛	黄建钢教授	2016-11-08	http://news.cqu.edu.cn/newsv2/show-24-203-1.html
中国社会科学院冯颜利教授讲座	公管讲坛	冯颜利教授	2016-11-04	http://news.cqu.edu.cn/newsv2/show-24-201-1.html
测量不确定度初探--以索力动测仪校准体系为例		郑罡	2016-11-04	http://news.cqu.edu.cn/newsv2/show-24-204-1.html
蒸压加气混凝土研究及应用		张京街	2016-11-04	http://news.cqu.edu.cn/newsv2/show-24-205-1.html
美国德克萨斯州JPS医疗集团战略规划部主管、前福特汽车研发中心车身工程技术专家讲座	汽车工程前沿讲坛	Rama Koganti	2016-11-03	http://news.cqu.edu.cn/newsv2/show-24-199-1.html
优质课程建设系列培训讲座	优质课程建设培训	何淑冰	2016-11-02	http://news.cqu.edu.cn/newsv2/show-24-197-1.html
优质课程建设系列培训工作坊	优质课程建设培训	何淑冰	2016-11-02	http://news.cqu.edu.cn/newsv2/show-24-198-1.html
澳大利亚科廷大学吴宏伟教授讲座	工程科学前沿讲坛	吴宏伟教授	2016-10-31	http://news.cqu.edu.cn/newsv2/show-24-194-1.html
中国科学院陈维江院士讲座	工程科学前沿讲坛	陈维江 院士	2016-10-29	http://news.cqu.edu.cn/newsv2/show-24-196-1.html
中国工程院李立浧院士讲座	工程科学前沿讲坛	李立浧 院士	2016-10-29	http://news.cqu.edu.cn/newsv2/show-24-195-1.html
罗马法的源与流		张礼洪教授	2016-10-29	http://news.cqu.edu.cn/newsv2/show-24-179-1.html
中国宏观经济：“危”与“机”	名家会客厅	曾国平	2016-10-27	http://news.cqu.edu.cn/newsv2/show-24-192-1.html
关于举行重庆大学优质课程建设培训第1次工作坊的通知	优质课程建设培训	李纹霞	2016-10-25	http://news.cqu.edu.cn/newsv2/show-24-177-1.html
关于举行新教师“单堂课设计之有效教学结构”工作坊的通知	教师教学发展工作坊	李纹霞	2016-10-24	http://news.cqu.edu.cn/newsv2/show-24-176-1.html
关于举行“通识教育课程建设”讲座的通知	优质课程建设培训	李纹霞	2016-10-24	http://news.cqu.edu.cn/newsv2/show-24-178-1.html
国家杰出青年科学基金获得者张冠军教授讲座	工程科学前沿讲坛	张冠军 教授	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-187-1.html
国家杰出青年科学基金获得者党智敏教授讲座	工程科学前沿讲坛	党智敏 教授	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-186-1.html
国家百千万人才王维俊教授讲座	工程科学前沿讲坛	王维俊 教授	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-190-1.html
国家杰出青年科学基金获得者何正友教授讲座	工程科学前沿讲坛	何正友 教授	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-183-1.html
国家杰出青年科学基金获得者康重庆教授讲座	工程科学前沿讲坛	康重庆 教授	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-182-1.html
现代职业形象设计：全球化时代职业人士的必修课	重大讲座	徐晶	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-191-1.html
国家杰出青年科学基金获得者肖立业研究员讲座	工程科学前沿讲坛	肖立业 研究员	2016-10-22	http://news.cqu.edu.cn/newsv2/show-24-180-1.html
职通讲坛第51期《易宠科技传奇创业》分享活动	职通讲坛	易宠科技创始人余振等	2016-10-20	http://news.cqu.edu.cn/newsv2/show-24-175-1.html
香港理工大学汽车专家讲座	汽车工程前沿讲坛	成利教授	2016-10-19	http://news.cqu.edu.cn/newsv2/show-24-172-1.html
关于举办职通讲坛第50期《腾讯HR带你玩转互联网企业》的通知	就业指导工作坊	赵科	2016-10-16	http://news.cqu.edu.cn/newsv2/show-24-173-1.html
沈家本的德与法		沈厚铎	2016-10-16	http://news.cqu.edu.cn/newsv2/show-24-170-1.html
基于物联网云的全球工业服务化	重大讲座	Dr. Rong CHANG 張榮 博士	2016-10-13	http://news.cqu.edu.cn/newsv2/show-24-174-1.html
新加坡科技研究局张婕研究员讲座	工程科学前沿讲坛	Dr. Jie Zhang	2016-10-10	http://news.cqu.edu.cn/newsv2/show-24-167-1.html
计算机专家讲座Digital Watermarking: Concept, Current Status, and Challenges	重大讲座	Prof.∵Yong∵Xiang	2016-10-09	http://news.cqu.edu.cn/newsv2/show-24-169-1.html
德国物理学会专家Aeschlimann教授讲解纳米光电子学最新进展	工程科学前沿讲坛	Martin Aeschlimann教授	2016-10-08	http://news.cqu.edu.cn/newsv2/show-24-168-1.html
全面推行“营改增”背景下的中央与地方财政关系法治化	名家会客厅	陈少英 朱大旗 熊伟	2016-09-25	http://news.cqu.edu.cn/newsv2/show-24-165-1.html
春秋战国的“国际关系”		赵鼎新教授	2016-09-23	http://news.cqu.edu.cn/newsv2/show-24-164-1.html
澳大利亚昆士兰大学教授讲座	工程科学前沿讲坛	Prof. Jin Zou	2016-09-23	http://news.cqu.edu.cn/newsv2/show-24-166-1.html
美国韦恩州立大学汽车专家讲座	汽车工程前沿讲坛	周启峰 教授	2016-09-21	http://news.cqu.edu.cn/newsv2/show-24-163-1.html
加拿大麦吉尔大学In-Ho Jung教授学术报告	工程科学前沿讲坛	In-Ho Jung 教授	2016-09-20	http://news.cqu.edu.cn/newsv2/show-24-161-1.html
中国科学院叶培建院士讲座：中国的探月工程	工程科学前沿讲坛	叶培建	2016-09-19	http://news.cqu.edu.cn/newsv2/show-24-162-1.html
模拟自然、设计材料–模拟窑洞水热合成智能空调建筑材料		景镇子教授	2016-09-13	http://news.cqu.edu.cn/newsv2/show-24-157-1.html
Rapidly and highly effective conversion of biomass and CO2 into chemicals and fu		Professor Fangming Jin	2016-09-13	http://news.cqu.edu.cn/newsv2/show-24-158-1.html
英国伦敦大学学院郭正晓教授讲座	工程科学前沿讲坛	郭正晓	2016-09-11	http://news.cqu.edu.cn/newsv2/show-24-160-1.html
山东大学法学院院长沈伟教授讲中国双边投资协议	重大讲座	沈伟	2016-09-10	http://news.cqu.edu.cn/newsv2/show-24-155-1.html
中国环境资源法学研究会会长蔡守秋教授在重大主讲公众公用物的治理	重大讲座	蔡守秋	2016-09-08	http://news.cqu.edu.cn/newsv2/show-24-156-1.html
韩国科学技术院专家学术讲座	汽车工程前沿讲坛	Dongsuk Kum 韩国科学技术院	2016-09-02	http://news.cqu.edu.cn/newsv2/show-24-154-1.html
王中林院士学术报告会	重大讲座	王中林 院士	2016-07-25	http://news.cqu.edu.cn/newsv2/show-24-153-1.html
美国密西根大学教授讲座	工程科学前沿讲坛	王鲁闽 密西根大学终身教授，核科学及核工程专家	2016-07-12	http://news.cqu.edu.cn/newsv2/show-24-150-1.html
Nanocatalysis and in situ/operando studies		陶峰教授-美国堪萨斯大学	2016-07-11	http://news.cqu.edu.cn/newsv2/show-24-152-1.html
政体与政道：中西政治比较分析	文字斋讲座	王绍光	2016-07-10	http://news.cqu.edu.cn/newsv2/show-24-149-1.html
泰国孔敬大学Alissara Reungsang教授讲座	工程科学前沿讲坛	Prof. Alissara Reungsang	2016-07-09	http://news.cqu.edu.cn/newsv2/show-24-151-1.html
多原子分子解离吸附过程中的模式特异性和键选择性	重大讲座	郭华教授 美国新墨西哥大学	2016-06-23	http://news.cqu.edu.cn/newsv2/show-24-148-1.html
Lithium Rechargeable Battery Research and Development		Gao LIU (Lawrence Berkeley National Laboratory, USA)	2016-06-22	http://news.cqu.edu.cn/newsv2/show-24-147-1.html
美国福特汽车专家吕建波讲座	汽车工程前沿讲坛	吕建波	2016-06-20	http://news.cqu.edu.cn/newsv2/show-24-145-1.html
政治地理学与现代世界史观	重大讲座	刘小枫	2016-06-19	http://news.cqu.edu.cn/newsv2/show-24-144-1.html
数码转型时代的文化地形	文字斋讲座	戴锦华	2016-06-17	http://news.cqu.edu.cn/newsv2/show-24-137-1.html
美国罗格斯新泽西州立大学教授讲座	工程科学前沿讲坛	Prof. David W. Coit	2016-06-17	http://news.cqu.edu.cn/newsv2/show-24-143-1.html
美国理工科研究生申请解析	逸夫楼讲座	韦小丽	2016-06-15	http://news.cqu.edu.cn/newsv2/show-24-142-1.html
&quot庭审进校园&quot系列活动之工伤保险待遇纠纷案		重庆市九龙坡区人民法院	2016-06-15	http://news.cqu.edu.cn/newsv2/show-24-140-1.html
2016高雅艺术进校园全国高等学校艺术教育专家“聆听音乐 生发畅想”专题讲座		周荫昌	2016-06-14	http://news.cqu.edu.cn/newsv2/show-24-141-1.html
第15届国际铝合金大会	工程科学前沿讲坛	张海，James Liu，Laurent Chappuis，Tatsuo Sato，聂建峰等	2016-06-14	http://news.cqu.edu.cn/newsv2/show-24-138-1.html
张源辉教授讲座	工程科学前沿讲坛	张源辉 教授	2016-06-12	http://news.cqu.edu.cn/newsv2/show-24-139-1.html
第12期预告：另眼看《水浒》 平心说侠义	名家零距离	蓝锡麟	2016-06-07	http://news.cqu.edu.cn/newsv2/show-24-136-1.html
A Smart New World: The Dream and Reality of Cyber Physical Systems	名家会客厅	P rof. Sang Son（IEEE Fellow，韩国工程院院士，韩国科学院院士）	2016-06-06	http://news.cqu.edu.cn/newsv2/show-24-130-1.html
重庆大学优质课程建设培训第三次讲座	优质课程建设培训	陆国栋	2016-06-03	http://news.cqu.edu.cn/newsv2/show-24-135-1.html
“面霸”修炼宝典：大学生面试技巧与策略	职通讲坛	彭语良	2016-06-02	http://news.cqu.edu.cn/newsv2/show-24-111-1.html
乔利杰谈历久尚新的环境断裂		乔利杰 教授	2016-06-02	http://news.cqu.edu.cn/newsv2/show-24-129-1.html
《Nature》期刊主编讲座：如何在《Nature》及其姊妹刊上发表文章	重大讲座	《Nature》系列期刊大中华区执行主编 Ed Gerstner	2016-06-02	http://news.cqu.edu.cn/newsv2/show-24-132-1.html
美国福特专家讲座：Automotive Body Structure – Functional Considerations	汽车工程前沿讲坛	Richard W. Vanker	2016-06-01	http://news.cqu.edu.cn/newsv2/show-24-134-1.html
面向绿色化工分子热力学及系统集成	重大讲座	张香平 中科院过程工程研究所研究员	2016-06-01	http://news.cqu.edu.cn/newsv2/show-24-128-1.html
新加坡国立大学教授讲座	工程科学前沿讲坛	Prof. Jim Yang Lee	2016-06-01	http://news.cqu.edu.cn/newsv2/show-24-124-1.html
Zhongxiang Shen 谈共形端射式低剖面宽带天线技术	重大讲座	Zhongxiang Shen 新加坡南洋理工大学教授	2016-05-31	http://news.cqu.edu.cn/newsv2/show-24-126-1.html
高效光、电化学产氢催化剂的设计与思考		胡劲松 中国科学院化学研究所研究员	2016-05-31	http://news.cqu.edu.cn/newsv2/show-24-114-1.html
黄广斌教授谈从AlphaGo战胜人类展望机器学习的新趋势	重大讲座	Guang-Bin Huang(黄广斌) 新加坡南洋理工大学副教授 (tenured) IEEE Senior Member	2016-05-30	http://news.cqu.edu.cn/newsv2/show-24-125-1.html
国家杰出青年基金获得者朱万成教授讲座	工程科学前沿讲坛	朱万成	2016-05-28	http://news.cqu.edu.cn/newsv2/show-24-122-1.html
中国工程院李根生院士讲座	工程科学前沿讲坛	李根生	2016-05-28	http://news.cqu.edu.cn/newsv2/show-24-119-1.html
973首席科学家冯雪教授讲座	工程科学前沿讲坛	冯雪	2016-05-27	http://news.cqu.edu.cn/newsv2/show-24-123-1.html
关于举办就业指导讲座职通讲坛第45期之中兴通讯分享会的通知	职通讲坛	吴勇	2016-05-26	http://news.cqu.edu.cn/newsv2/show-24-110-1.html
重大讲座-“杰青”许国旺研究员学术讲座		许国旺 研究员 中国科学院大连化学物理研究所	2016-05-25	http://news.cqu.edu.cn/newsv2/show-24-113-1.html
网络犯罪预防与国际立法：来自分布式拒绝服务攻击的证据	经管讲坛	Kai-Lung Hui 教授	2016-05-24	http://news.cqu.edu.cn/newsv2/show-24-108-1.html
新加坡国立大学丁军教授讲座	工程科学前沿讲坛	丁军	2016-05-24	http://news.cqu.edu.cn/newsv2/show-24-112-1.html
中国科学院孔文俊研究员讲座	工程科学前沿讲坛	孔文俊 研究员	2016-05-20	http://news.cqu.edu.cn/newsv2/show-24-109-1.html
西安热工研究院聂剑平研究员讲座	工程科学前沿讲坛	聂剑平 研究员	2016-05-19	http://news.cqu.edu.cn/newsv2/show-24-100-1.html
大学英语拓展课程创新理念与实践：课程设置设计与评价	教师教学发展工作坊	夏纪梅	2016-05-19	http://news.cqu.edu.cn/newsv2/show-24-104-1.html
澳大利亚工程院院士、西澳大学教授讲座	工程科学前沿讲坛	张东柯 教授	2016-05-19	http://news.cqu.edu.cn/newsv2/show-24-98-1.html
重庆大学第67期经管论坛之创业分享会	经管讲坛	冯俊阳	2016-05-18	http://news.cqu.edu.cn/newsv2/show-24-106-1.html
北卡罗来纳州立大学教授讲座	工程科学前沿讲坛	Prof. K. Linga. Murty	2016-05-18	http://news.cqu.edu.cn/newsv2/show-24-107-1.html
思维导图导航英语教师专业发展工作坊	教师教学发展工作坊	夏纪梅	2016-05-18	http://news.cqu.edu.cn/newsv2/show-24-103-1.html
如何成为一名汽车造型设计师	汽车工程前沿讲坛	岩田正史	2016-05-18	http://news.cqu.edu.cn/newsv2/show-24-101-1.html
2016年重庆市科技活动周“科学名家面对面”系列讲座		郑永春	2016-05-16	http://news.cqu.edu.cn/newsv2/show-24-93-1.html
重庆市2016年科技活动周系列活动——创新引领·共享发展 走进“智能与生物感知”新世界	重大讲座	重庆川鼎股权投资有限公司 投资总监 严加盛；重庆大学 田逢春教授 李正周教授；创新创业大赛组委会	2016-05-16	http://news.cqu.edu.cn/newsv2/show-24-105-1.html
Bona Fide Optical Discs and Players for Molecular Diagnostics	重大讲座	于化忠 加拿大西蒙弗雷泽大学化学系教授	2016-05-13	http://news.cqu.edu.cn/newsv2/show-24-96-1.html
“我的课堂我的场—教你如何HOLD住课堂”工作坊	教师教学发展工作坊	陈圆	2016-05-13	http://news.cqu.edu.cn/newsv2/show-24-72-1.html
职通讲坛第43期——龙湖分享会	职通讲坛	廖波	2016-05-12	http://news.cqu.edu.cn/newsv2/show-24-78-1.html
“翻转课堂教学设计与实践”工作坊	教师教学发展工作坊	何聚厚	2016-05-11	http://news.cqu.edu.cn/newsv2/show-24-90-1.html
电化学及电致化学发光生物传感器信号放大策略	重大讲座	袁若 西南大学化学化工学院院长	2016-05-08	http://news.cqu.edu.cn/newsv2/show-24-95-1.html
国家杰出青年科学基金获得者牛利谈界面电化学基础及应用	重大讲座	牛利 中科院长春应用化学研究所研究员	2016-05-08	http://news.cqu.edu.cn/newsv2/show-24-94-1.html
重庆大学经济与工商管理学院会计系Seminar预告	经管讲坛	吴联生	2016-05-06	http://news.cqu.edu.cn/newsv2/show-24-91-1.html
重庆大学优质课程建设系列培训（2）	优质课程建设培训	萧德瑛	2016-05-05	http://news.cqu.edu.cn/newsv2/show-24-86-1.html
【创新基地?名家零距离】名家零距离讲座第11期预告：学术不端与现代性	名家会客厅	张德昭	2016-05-05	http://news.cqu.edu.cn/newsv2/show-24-89-1.html
文化翻身：梁漱溟之问	重大讲座	罗志田	2016-05-04	http://news.cqu.edu.cn/newsv2/show-24-88-1.html
重庆大学优质课程建设系列培训（1）	优质课程建设培训	萧德瑛	2016-05-04	http://news.cqu.edu.cn/newsv2/show-24-85-1.html
大数据时代的系统结构与创新技术论坛及研讨会		Ahmed Louri，IEEEFellow，Edwin Sha ，李涛，邵子立	2016-05-04	http://news.cqu.edu.cn/newsv2/show-24-87-1.html
Modeling and Control of Discrete Event Systems: Automata and Petri Nets Perspect		李志武	2016-04-29	http://news.cqu.edu.cn/newsv2/show-24-81-1.html
智能制造与先进夹具技术	汽车工程前沿讲坛	袁华	2016-04-29	http://news.cqu.edu.cn/newsv2/show-24-82-1.html
重大讲座：武汉大学雷爱文教授	重大讲座	雷爱文教授（杰青、长江学者）	2016-04-28	http://news.cqu.edu.cn/newsv2/show-24-84-1.html
