词汇,词频
研究,196
人,137
报告,124
教授,108
国家,91
大学,90
中国,86
技术,71
简介,65
是,64
学院,60
西南,54
获,52
系统,52
计划,51
导师,48
题目,47
国际,45
中国科学院,45
论文,44
软件,44
博士生,43
发表,43
主要,42
报,41
研究所,40
告,39
发展,39
获得,37
科学,36
时,35
教育部,34
主任,33
从事,33
专家,33
中心,33
研究员,33
莎士比亚,33
学术,32
院士,32
逻辑,32
科协,31
应用,31
工作,29
化学,29
分析,29
方法,29
信息,29
博士,28
奖,28
文化,28
主办单位,27
有,27
重点,27
实验室,27
领域,27
文学,27
基础,26
校,26
委员会,26
副,26
环境,26
专业,26
美国,25
题,25
—,25
科技,25
发言,25
方面,24
计算机,24
二等奖,24
毕业,23
理论,23
新,23
项目,23
报告厅,23
内容,23
时间,22
生物,22
目,22
进行,22
主,22
基金,22
地点,21
学者,21
包括,21
教学楼,20
会,20
模型,20
主持,19
重要,19
设计,19
主讲人,19
出版,19
到,18
优秀,18
入选,18
讲,18
大,18
经典,18
现任,17
方向,17
先后,17
创新,17
软件工程,17
功能,16
杰出青年,16
纳米,16
问题,16
副主编,16
工程,16
项,16
北京大学,16
级,16
要,16
担任,15
上午,15
物理,15
刊物,15
特聘,15
建设,15
成为,15
翻译,15
拉丁文,15
形式化,15
化工学院,14
介绍,14
科学家,14
学会,14
社会,14
具有,14
世界,14
智能,14
教学,14
国家级,14
青年,14
控制,14
期刊,14
人才,14
一等奖,14
数据,14
安全,14
验证,14
重庆市,13
编委,13
作为,13
计算,13
自然科学,13
工程学院,13
结构,13
思想,13
国家自然科学基金,13
摘,13
挑战,13
博士学位,12
部,12
实现,12
获得者,12
任,12
材料,12
相关,12
长江,12
专著,12
乡村,12
关系,12
影响,12
现,12
复杂,12
讲座,12
全国,12
文学院,12
科技进步,12
博弈,12
发言人,12
联网,12
嵌入式,12
遗传学,11
院长,11
生态,11
提出,11
国内外,11
活动,11
历史,11
来,11
楼,11
委,11
知识,11
星期日,11
网络,11
未来,11
朱生豪,11
重大,10
下午,10
研究生,10
委员,10
分析化学,10
分子,10
单位,10
社科,10
副教授,10
机制,10
目前,10
博士后,10
主编,10
阅读,10
合作,10
郭沫若,10
社会科学,10
生物学,10
哲学,10
经藏,10
计算机科学,10
物,10
现代,9
系,9
人类,9
常务理事,9
会议室,9
结合,9
科学基金,9
中科院,9
杂志,9
合成,9
团队,9
甘肃省,9
群体,9
重庆,9
工业,9
传统,9
资料,9
进步奖,9
学,9
主讲,9
成果,9
核心,9
学科,9
支持,9
学术论文,9
徐悲鸿,9
参与,9
南京大学,9
关键,9
外国语,9
数学,9
梁实秋,9
师范大学,9
航空,9
可信,9
程序,9
遗传,8
科研,8
硕士,8
组成员,8
分会,8
百,8
有机,8
奖励,8
研究会,8
北碚,8
抗战,8
学术报告,8
年度,8
电子信息,8
感受,8
存在,8
发现,8
艺术,8
称号,8
人文,8
光,8
省部级,8
国内,8
新世纪,8
物理学,8
四川大学,8
先生,8
组装,8
蛋白质,8
蛋白,8
承办,8
活性,8
控制系统,8
主席,8
副会长,8
翻译家,8
中国计算机学会,8
面临,8
开放平台,8
生命科学,7
副理事长,7
内容简介,7
可,7
教师,7
信息科学,7
高,7
过程,7
生命,7
纳米材料,7
近年来,7
资源,7
大后方,7
前沿,7
男,7
硕士学位,7
会议,7
视觉,7
当选,7
建立,7
晚上,7
智库,7
特点,7
战略,7
优秀人才,7
高级,7
高校,7
得到,7
硕士生,7
系列,7
构造,7
专项,7
协同,7
思考,7
三等奖,7
科学院,7
航天,7
梅兰芳,7
河南省,7
多肽,7
逻辑学,7
评,7
宣告,7
蒯因,7
形式,7
需求,7
嵌入式软件,7
轨道交通,7
代码,7
医学,6
基因,6
理事,6
科学技术,6
化学系,6
指导,6
电化学,6
小,6
星期三,6
卢作孚,6
城市,6
企业,6
资助,6
著名,6
教育,6
清华大学,6
授予,6
荣获,6
神经,6
生于,6
研究院,6
首席,6
非,6
教室,6
国务院,6
政府,6
氟,6
支撑,6
核物理,6
兰州大学,6
突出贡献,6
四川省,6
带头人,6
杰出,6
形成,6
能够,6
中国化学会,6
课题,6
微生物,6
上海交通大学,6
调控,6
部分,6
学报,6
作用,6
周年,6
完成,6
动物,6
所长,6
开展,6
综合,6
中文系,6
主持人,6
近,6
非裔,6
基因组学,6
研发,6
苏轼,6
四川,6
楚文化,6
算法,6
西安,6
攸关,6
建模,6
不同,6
含弘,5
访问学者,5
作者,5
培养,5
荣誉,5
国家自然科学基金委员会,5
兼,5
被动,5
采样,5
电子,5
次,5
化合物,5
成功,5
基,5
器件,5
知名,5
梁漱溟,5
台湾,5
著作,5
独立,5
计信院,5
校友,5
超过,5
德国,5
加拿大,5
科学研究,5
生理学,5
认知,5
野,5
广泛,5
何梁,5
何利,5
教务处,5
高等学校,5
特殊津贴,5
欣赏,5
途径,5
全球,5
经济学,5
公开,5
实践,5
因子,5
中青年,5
古典,5
治疗,5
药物,5
国家杰出青年基金,5
副校长,5
取得,5
带来,5
上述,5
制备,5
机器,5
英国皇家,5
兼任,5
排名,5
农学院,5
任教,5
发育,5
蓝藻,5
图书馆,5
植物,5
中国航天科技集团公司,5
十大,5
杂交,5
水稻,5
研究成果,5
生态学,5
景观,5
诗歌,5
诵读,5
①,5
②,5
传播,5
北京市,5
北京,5
汇刊,5
编缉,5
会员,5
善恶,5
点评,5
展开,5
角度,5
论坛,5
语言,5
出版社,5
学习,5
外国文学,5
小说,5
撒谎,5
本体论,5
完全,5
时序,5
首都师范大学,5
新诗,5
楚,5
王,5
成员,5
机遇,5
总工程师,5
贵州,5
挪威,5
中国移动,5
信息技术,5
趋势,5
任务,5
简要,5
驱动,5
导致,5
列,5
控系统,5
推荐,5
个性化,5
第三军医大学,4
星期四,4
研究生院,4
者,4
致病,4
学术刊物,4
名,4
优秀教师,4
评审,4
任职,4
地球,4
学士学位,4
引用,4
杂化,4
转换,4
性质,4
探索,4
超,4
传感器,4
可视化,4
负责人,4
生,4
史,4
抗战时期,4
一般,4
科研项目,4
关注,4
星期五,4
一楼,4
加入,4
工程系,4
移动,4
图像,4
信息处理,4
周五,4
出,4
日本,4
法国,4
山东,4
兼职,4
揭示,4
国外,4
现象,4
贡献,4
新闻,4
•,4
表达,4
审美,4
做,4
来源,4
人体,4
使用,4
性,4
利用,4
南开大学,4
科技奖,4
生态环境,4
馆长,4
科学部,4
情报学,4
州立大学,4
人选,4
当前,4
星期一,4
阶梯教室,4
访问,4
科学奖,4
会会士,4
探讨,4
工作者,4
客座教授,4
解读,4
三氟,4
代谢,4
方法学,4
历史学,4
创作,4
大学化学,4
认识,4
框架,4
体系,4
应邀,4
承担,4
达到,4
成果奖,4
生物化学,4
细胞,4
中国工程院,4
信号转导,4
国防科技,4
特等奖,4
育种,4
发明,4
园艺,4
原,4
读书,4
学生,4
故事,4
融合,4
特邀,4
戏剧,4
中国艺术研究院,4
师大,4
京剧,4
视角,4
亚里士多德,4
册,4
拥有,4
莎剧,4
在于,4
意义,4
比较文学,4
平台,4
师范学院,4
发明专利,4
两栖类,4
刻画,4
流动,4
不能,4
考虑,4
公式,4
非正规,4
化,4
证明,4
子,4
红楼梦,4
考入,4
远征,4
讨论,4
楚国,4
统计,4
涉及,4
叶宏,4
南京航空航天大学,4
保障,4
质量,4
集成,4
研制,4
机载,4
电子系统,4
开发,4
信念修正,4
信念,4
软件开发,4
软硬件,4
连接,4
出生,3
女,3
朱,3
免疫,3
重点项目,3
通讯,3
全军,3
暨南大学,3
采集,3
构建,3
绿色,3
分析方法,3
阐明,3
入选者,3
地球化学,3
颁发,3
光电,3
构筑,3
离子,3
方式,3
英文,3
沙龙,3
举办,3
精神,3
近现代,3
月刊,3
长编,3
宁波,3
数据库,3
年代,3
农村,3
变化,3
产生,3
工业界,3
图书,3
组织,3
最佳,3
提名,3
基金会,3
参加,3
内容摘要,3
脑,3
北京师范大学,3
交叉,3
系统地,3
特征,3
大学教授,3
类,3
写作,3
视频,3
教程,3
领悟,3
提升,3
情怀,3
生产,3
全氟,3
大量,3
异构体,3
典型,3
规律,3
执行,3
修复,3
污染,3
发展趋势,3
文献,3
地理,3
基金项目,3
地球科学,3
进展,3
农业,3
领军,3
成立,3
成就奖,3
具,3
先进,3
顾问,3
理工大学,3
国画,3
地,3
宣传部,3
业务,3
作品,3
纪念馆,3
生平,3
西方,3
大家,3
甲基,3
独特,3
改变,3
广泛应用,3
如,3
新型,3
有机化学,3
起任,3
化学奖,3
深度,3
能量,3
水,3
推进,3
科技部,3
核酸,3
大分子,3
咨询,3
性能,3
引,3
江苏省,3
分子生物学,3
学术期刊,3
校庆,3
西南师范大学,3
公司,3
工程技术,3
电液,3
基础理论,3
发展中国家,3
分化,3
吸收,3
包,3
蚕,3
蚕学,3
香港,3
袁隆平,3
做出,3
联合国,3
地区,3
地理学,3
傅,3
土地评价,3
主题,3
去,3
灵魂,3
表演,3
讲述,3
嘉宾,3
批评,3
当代,3
作家,3
中文,3
大使,3
秦华生,3
王子,3
栋,3
南区,3
食堂,3
前行,3
非线性,3
自动化,3
外语,3
