词汇,词频
研究,110
教授,104
人,79
中国,61
报告,58
大学,55
国家,38
是,38
简介,34
学院,33
中心,32
讲座,32
论文,31
主要,30
学术,29
发表,28
奖,28
博士,27
知识产权,26
数据,25
获得,24
西南,24
国际,24
题目,24
工作,23
时,23
项目,22
主,22
委员会,21
美国,21
报告厅,20
教育部,20
基金,20
讲,20
报,19
告,19
历史,19
生物,18
技术,18
分析,17
期刊,17
—,17
有,16
药物,16
从事,15
领域,15
研究所,15
新,15
大,15
口述,15
语言学,15
开发,14
进行,14
主任,14
化学,14
设计,13
时间,13
地点,13
导师,13
植物,13
包括,13
下午,13
学科,13
分子,12
教,12
博士生,12
研究会,12
副,12
科技,12
项,12
主讲人,12
杂志,12
学会,12
优秀,12
做,12
科学,12
外国语,12
人才,11
学者,11
主持,11
发展,11
获,11
完成,11
介绍,11
委员,11
计划,11
学术报告,11
教育,11
计信院,11
哲学,11
方法,10
院长,10
研究员,10
合作,10
管理,10
清华大学,10
教学,10
青年,10
法学,10
文化,10
上海市,10
题,9
遗传,9
主办单位,9
方向,9
作者,9
专著,9
汽车,9
现任,9
专业,9
内容摘要,9
上午,9
杰出,9
科学家,9
相关,9
唐德刚,9
能,9
机制,8
统计,8
全国,8
博士后,8
重大,8
马铃薯,8
社会科学,8
药学院,8
先后,8
数学,8
篇,8
「,8
」,8
目,7
育种,7
校,7
复杂,7
会,7
实验室,7
系统,7
研发,7
到,7
目前,7
博士学位,7
现,7
重要,7
著名,7
图书馆,7
法,7
常务理事,7
英国,7
物理学,7
药学,7
组合,7
科协,6
群体,6
荣誉,6
创新,6
二等奖,6
编委,6
结构,6
北京,6
研究院,6
农业,6
毕业,6
重庆,6
应用,6
学,6
代谢,6
国家自然科学基金,6
教师,6
任,6
刘春田,6
出版,6
基础,6
世纪,6
参与,6
专家,6
副会长,6
入选,6
物理,6
环境,6
一楼,6
博丹,6
时代,6
中药,6
北京大学,6
研究生,6
史,6
教学楼,6
代谢工程,6
台湾,6
社科,6
