词汇,词频
研究,175
报告,121
教授,110
人,102
中国,78
大学,72
材料,63
简介,60
国家,58
讲座,55
学术,49
学院,47
主要,45
报,44
发表,44
告,42
生物,41
教育部,39
论文,38
语言,38
委员会,36
博士生,35
教学,35
获得,35
实验室,35
导师,33
主任,32
项,32
化学,31
主,31
基金,31
是,31
获,30
过程,30
时,30
博士,30
有,30
西南,29
国际,29
青年,29
项目,29
副,28
领域,28
主办单位,27
讲,27
中心,27
从事,27
多孔,27
题目,26
时间,26
主讲人,26
奖,26
北京大学,26
学者,25
方法,25
分析,25
应用,25
语言学,25
文化,24
技术,24
专业,24
委员,24
文学,24
地点,23
研究所,23
—,23
博士学位,23
结构,23
理论,23
进行,22
美国,22
出版,22
重要,22
纤维素,22
作为,21
学会,21
发展,21
重点,21
哲学,21
会,21
具有,21
合成,21
干燥,20
药学院,19
现任,19
科协,19
传统,19
问题,19
优秀,18
工作,18
科学,18
社会科学,18
科技,18
博士后,18
疾病,18
制备,18
文学院,18
基,18
系统,17
专家,17
到,17
期刊,17
历史,17
环境,16
担任,16
作者,16
论坛,16
教材,16
功能,16
表面,16
药物,16
翻译,16
题,16
计算,16
现代汉语,16
教,15
新型,15
新,15
专著,15
报告厅,15
先后,15
日本,15
性能,15
研究员,15
毕业,15
目,15
汉语,15
计划,14
体系,14
主持,14
上午,14
教室,14
有机,13
院长,13
中国科学院,13
晚上,13
方向,13
部,13
作用,13
管理,13
重庆市,13
创新,12
利用,12
高,12
方面,12
加拿大,12
分子,12
师从,12
检测,12
下午,12
特聘,12
外国语,12
常务理事,12
语法,12
内容简介,12
年度,12
入选,11
编委,11
开展,11
电子,11
杂志,11
男,11
工程,11
校,11
基因组,11
采用,11
二语,11
内容,11
名师,11
研究生,11
天然,11
催化,11
目前,10
主编,10
科学家,10
全国,10
国家自然科学基金,10
获得者,10
世界,10
具体,10
影响,10
色谱,10
人才,10
包括,10
时尚,10
课程,10
反应,10
俄语,10
铈,10
规则,10
机制,9
相关,9
成果,9
介绍,9
社科,9
汞,9
碳,9
调控,9
产物,9
复杂,9
标志物,9
纳米,9
省部级,9
一等奖,9
二等奖,9
物理,9
硕士,9
参与,9
实践,9
育种,9
中华,9
教育,9
二氧化,9
林木,9
杰出青年,8
活性,8
评价,8
结果,8
通讯,8
引用,8
人文,8
评审,8
学科,8
人类,8
微生物,8
单位,8
生物学,8
开发,8
星期四,8
学习,8
科研,8
负责人,8
实现,8
自然科学,8
改性,8
独立,8
代谢,8
还原,8
高校,8
讲坛,8
关系,8
提高,8
公共,8
副会长,8
中文系,8
北京师范大学,8
法国,8
要,8
安全,8
奖励,8
兼任,8
发现,8
汉字,8
先生,8
硅烷,8
分会,7
化合物,7
水平,7
学术报告,7
学术论文,7
教师,7
资源,7
污染,7
含弘,7
嘉宾,7
构建,7
不同,7
物质,7
承担,7
重大,7
山东省,7
协会,7
大量,7
团队,7
分离,7
教学楼,7
凝胶,7
知名,7
政治,7
会长,7
杰出,7
副教授,7
模拟,7
存在,7
课题,7
基础,7
产业,7
重庆,7
明代,7
欢迎,7
策略,7
虚词,7
信息技术,7
机器人,7
命题,7
文献,7
团,7
簇,7
高分子,7
人体,6
副主编,6
探讨,6
水,6
次,6
科学技术,6
著作,6
方法论,6
全球,6
楼,6
摘要,6
研究院,6
癌症,6
数学,6
北京,6
组,6
组织,6
南京大学,6
近年来,6
优异,6
特性,6
取得,6
化,6
科研项目,6
完成,6
合作,6
做,6
设计,6
修饰,6
小,6
多肽,6
现,6
响应,6
作,6
类,6
外语教学,6
近,6
新世纪,6
限制,6
世纪,6
成为,6
荣获,6
化学系,6
绿色,6
畜牧,6
能力,6
兔,6
服饰,6
参加,6
法,6
中药,6
放弃,6
训诂学,6
回归,6
功能性,6
赋予,6
脉冲,6
评估,5
资助,5
用于,5
性,5
信息,5
重大项目,5
任,5
指导,5
研究生院,5
会议室,5
王,5
现在,5
首席,5
界面,5
学术期刊,5
组装,5
遗传,5
哈佛大学,5
手段,5
泛,5
差异,5
深入,5
光电,5
东南大学,5
化工学院,5
电化学,5
课题组,5
助理,5
纳米材料,5
国内外,5
核心,5
有效,5
离子,5
全,5
硅胶,5
模式,5
溶剂,5
分,5
蛋白质,5
理工大学,5
生命科学,5
大,5
编程,5
硕士学位,5
攻读,5
部分,5
生,5
复旦大学,5
分化,5
属性,5
王铎,5
任教,5
晋升为,5
抗菌,5
含能,5
数值,5
模型,5
专项,5
保护,5
云,5
审定,5
来,5
教务处,5
史,5
生活,5
同学们,5
踊跃,5
讨论,5
掌握,5
教学法,5
纺织,5
西方,5
中日,5
科普,5
宇宙,5
照片,5
药效,5
补体,5
权利能力,5
经典,5
江南,5
食品,5
修昔底,5
国外,4
科学基金,4
建设,4
刊物,4
健康,4
研发,4
可,4
关注,4
社会,4
形式,4
文章,4
引,4
中国人民大学,4
领军,4
荣誉,4
总,4
联合,4
承办,4
测序,4
学士,4
兼,4
数据,4
研究成果,4
基因组学,4
丰富,4
细胞,4
即,4
起,4
免疫,4
提供,4
富,4
传感,4
国立,4
培育,4
收录,4
江苏省,4
能源,4
方式,4
性质,4
解决,4
研究进展,4
探索,4
州立大学,4
传感器,4
授权,4
框架,4
分析测试,4
长江,4
成分,4
液体,4
阐述,4
机理,4
出生,4
新加坡,4
学,4
可视化,4
小鼠,4
再生,4
因子,4
基地,4
价值,4
建构,4
受到,4
明确,4
体现,4
高级,4
当代,4
一般,4
书写,4
书法,4
作品,4
陆,4
俭明,4
咨询,4
特点,4
高能,4
炸药,4
建立,4
科技部,4
黑山羊,4
新品种,4
女,4
副理事长,4
秘书长,4
先进,4
主席,4
雨僧,4
评为,4
美,4
药用,4
普渡大学,4
学士学位,4
翻,4
说,4
了解,4
才能,4
具备,4
素质,4
简明,4
实用,4
北京市,4
国内,4
华夏,4
服装学院,4
级,4
外国文学,4
优秀教师,4
研究会,4
文学史,4
考入,4
湖北,4
讲师,4
让,4
近代,4
所长,4
老,4
旧,4
天体,4
质量,4
药科,4
民法典,4
文字,4
整理,4
优秀人才,4
古典文学,4
山东大学,4
要求,4
德,4
纳米线,4
东华大学,4
机械性能,4
极强,4
降低,4
高压,4
电场,4
产品,4
基金委,4
典型,3
污染物,3
暴露,3
期,3
荣誉称号,3
带头人,3
权威,3
理事,3
尺度,3
介质,3
潜在,3
分布,3
意义,3
上,3
信息科学,3
基本,3
指数,3
发布,3
主题,3
国务院,3
政府,3
特殊津贴,3
学位,3
主任委员,3
常务副,3
如,3
论,3
俣,3
公约,3
飞越,3
旨在,3
预测,3
展望,3
地球,3
相互作用,3
前沿,3
信息学,3
武汉大学,3
有限公司,3
副总裁,3
肿瘤,3
个体,3
个体化,3
基因,3
揭示,3
理解,3
强化,3
德国,3
基金项目,3
光,3
有机化学,3
原子,3
罗细亮,3
青岛,3
优秀青年,3
泰山,3
城市,3
亚利桑那,3
生化,3
连续,3
学院院长,3
学部,3
复合材料,3
集中,3
广泛,3
超过,3
发明专利,3
能够,3
临床,3
治疗,3
实际,3
样品,3
产生,3
缺乏,3
需要,3
现实,3
特色,3
植物,3
低共,3
熔,3
高效,3
南洋,3
理学博士,3
平台,3
毕业生,3
福建,3
农林,3
福建省,3
人员,3
本科毕业,3
进入,3
本科生,3
叶绿素,3
心脏,3
上海,3
蛋白,3
转移,3
诱导,3
化学工程,3
拓扑,3
成,3
软骨,3
院士,3
干细胞,3
周五,3
外语,3
重点学科,3
提要,3
现象,3
入手,3
认知,3
有关,3
词汇,3
动,3
融合,3
物,3
学部委员,3
成就,3
合著,3
郑,3
地位,3
本体,3
留校,3
国家语委,3
共,3
编写,3
教程,3
译为,3
奖项,3
应邀,3
韩国,3
越南,3
瑞士,3
访问,3
学术会议,3
适用,3
蔡健峰,3
校长,3
专注,3
地方,3
能量,3
导致,3
损伤,3
提出,3
中青年,3
兽医学,3
云南省,3
工作者,3
目标,3
特征,3
思考,3
农业,3
十大,3
家兔,3
兔业,3
肉,3
服务,3
全面,3
潮流,3
主讲,3
人物,3
造成,3
出,3
探究,3
识别,3
华,3
黑龙江,3
马真,3
工具书,3
文本,3
成果奖,3
客座教授,3
高度,3
能,3
