词汇,词频
研究,269
报告,197
人,185
中国,136
教授,131
大学,122
报,99
告,95
简介,94
国家,83
主要,72
论文,72
发表,71
学院,71
国际,63
—,63
获,61
西南,60
博士,60
技术,60
获得,58
科学,56
学术,55
文化,54
题,52
分析,52
从事,52
是,51
中心,49
网络,48
纳米,47
药物,47
项,46
发展,46
项目,45
目,45
时间,44
期刊,44
工作,44
时,43
应用,42
地点,41
青年,41
科协,40
教育部,40
导师,39
主讲人,37
题目,36
博士学位,36
领域,36
委员会,35
博士后,34
材料,34
报告厅,34
主,34
美国,33
主持,33
博士生,33
主办单位,32
生物,32
讲座,32
方向,31
社会,30
计划,30
科技,29
教学,29
研究所,29
优秀,29
学者,28
主任,28
论坛,27
教,27
理论,27
检测,27
化学,26
专业,26
研究员,26
社会科学,26
基金,26
城市,26
包括,25
方面,25
方法,25
研究生,25
分析化学,25
上午,24
大,24
讲,24
农业,24
学会,24
地理,24
奖,24
目前,23
问题,23
全国,23
哲学,23
进行,23
毕业,22
规划,22
马克思主义,22
实验室,22
校,21
副教授,21
杂志,21
教育,21
委员,21
部,20
有,20
数据,20
副,20
重点,20
一等奖,20
会议室,19
课题,19
新,19
分子,19
中国科学院,19
入选,19
研发,19
担任,18
出版社,18
学科,18
调控,18
文学,18
下午,18
历史,18
政治,18
二等奖,18
设计,18
国家自然科学基金,17
会,17
摘要,17
党委,17
文学院,17
重大,17
专家,17
科学技术,17
系统,16
传统,16
活动,16
日本,16
创新,16
专著,16
表面,16
智能,16
电池,16
讲堂,15
化工学院,15
协会,15
利用,15
核心,15
出版,15
艺术,15
作用,15
汉语,15
重要,15
靶向,15
做,14
编委,14
引用,14
楼,14
相关,14
影响,14
具有,14
南京大学,14
景观,14
四川大学,14
教材,14
科研,13
会议,13
星期三,13
模型,13
复杂,13
工作部,13
学习,13
作者,13
管理,13
人文,13
星期六,13
人才,13
社科,13
电化学,13
药理学,13
治疗,13
系,12
成员,12
近年来,12
高校,12
知名,12
功能,12
断层,12
学,12
完成,12
加拿大,12
参加,12
来,12
统计,12
基因,12
国学,12
传播,12
现,12
教学楼,12
过程,12
医学院,12
空间,12
结构,12
档案,12
纺织,12
课题组,12
精准,12
合成,12
期,12
重庆市,12
高级,11
四川省,11
能源,11
次,11
张,11
到,11
动力学,11
•,11
作为,11
年度,11
晚,11
特聘,11
先后,11
世界,11
现任,11
工程,11
机制,11
地理学,11
省部级,11
制备,11
学术报告,11
成像,11
实验,11
发现,11
行为,11
硕士学位,10
主编,10
传感,10
环境,10
文章,10
数学,10
信息,10
硕士,10
因子,10
研究成果,10
结合,10
系列,10
图书馆,10
著作,10
院长,10
江苏省,10
组织,10
平台,10
英国,10
自然科学,10
学术论文,10
资源,10
数据库,10
人类,10
获得者,10
专项,10
学报,10
肿瘤,10
显示,10
物理,10
收录,10
福州大学,10
机床,10
植物,10
州立大学,9
助理,9
非,9
评审,9
单位,9
指导,9
史,9
文献,9
语言,9
精密,9
加工,9
移动,9
超,9
光学,9
成果,9
北京大学,9
取得,9
学位,9
论,9
得到,9
北京师范大学,9
临床,9
细胞,9
小,9
荧光,9
物,9
对外汉语,9
福建省,9
钙钛矿,9
风景园林,9
景观设计,9
大会,8
副主编,8
审稿人,8
授权,8
德国,8
高,8
含弘,8
兴趣,8
基础,8
音乐,8
致力于,8
当代,8
长江,8
学院院长,8
负责人,8
公共,8
内容,8
理事,8
中山大学,8
学士学位,8
参与,8
中文,8
学士,8
国内外,8
副研究员,8
现代,8
生命,8
开发,8
学部,8
新型,8
奖励,8
国家级,8
实践,8
电子,8
思想,8
版,8
优秀青年,8
界面,8
土地,8
北京,8
知识,8
发明专利,8
新药,8
活性,8
蛋白,8
筛选,8
体系,8
免疫,8
华中师范大学,8
陶渊明,8
聚合物,8
金属,8
大提琴,8
太阳能,8
美学,8
制造,8
研究院,7
先进,7
效率,7
工业,7
合作,7
引,7
总,7
超过,7
权威,7
科研项目,7
学术期刊,7
主题,7
社会主义,7
物质,7
研究会,7
秘书长,7
信号,7
星期五,7
生,7
资助,7
著名,7
计算,7
阿姆斯特丹,7
电,7
分,7
师范大学,7
基金项目,7
在线,7
控制,7
建设,7
高等学校,7
高效,7
数据分析,7
纳米材料,7
星期日,7
师从,7
关系,7
瑞典,7
相互作用,7
抗战,7
药学院,7
新世纪,7
科技进步,7
构建,7
成果奖,7
氧化,7
老子,7
周四,7
蒙古族,7
催化,7
量子,7
复合材料,6
机械,6
任教,6
名师,6
主席,6
分会,6
不同,6
新加坡,6
提高,6
承担,6
国内,6
学生,6
教师,6
次数,6
提供,6
单,6
微分方程,6
用于,6
识别,6
研究生院,6
继续,6
独立,6
互联网,6
近代,6
心理学,6
开展,6
广东省,6
重大项目,6
重庆,6
欧洲,6
身份,6
人生,6
工程技术,6
工学,6
产生,6
实现,6
预测,6
纺织品,6
模式,6
化学系,6
等离子,6
共振,6
院士,6
农村,6
の,6
精神,6
疾病,6
表达,6
抗肿瘤,6
理学博士,6
优秀人才,6
支持,6
科学家,6
条件,6
影响力,6
欢迎,6
应急,6
地震,6
大学化学,6
公司,6
三等奖,6
á,6
ö,6
印刷,6
昆虫,6
高分子,5
受邀,5
处理,5
应用化学,5
博,5
凸体,5
提出,5
唯一,5
本科毕业,5
近,5
广泛,5
节,5
文化遗产,5
传承,5
微,5
办,5
