词汇,词频
研究,33
生物,28
国际,23
报告,20
教授,17
信息学,17
人,16
中国,16
大学,15
国家,15
论文,15
报,14
告,14
南非,14
计算,14
系统,13
发表,13
技术,12
委员会,12
主任,11
从事,11
主要,11
分析,11
学院,10
领域,10
专家,10
数据,10
委员,10
项目,9
计算机,9
学术,8
工程,8
节能,8
是,8
控制,8
生物医学,8
会议,8
导师,8
副,8
项,8
生物学,8
基金,8
期刊,8
简介,7
应用,7
工作,7
人才,7
主席,7
博士生,7
包括,7
专委会,7
学会,7
信息,7
减排,6
方面,6
能源,6
先后,6
担任,6
大,6
学科,6
学部,6
参与,6
研究员,6
题目,5
夏小华,5
毕业,5
复杂,5
优化,5
重大,5
能效,5
博士,5
获得,5
计算机科学,5
科学技术,5
实验室,5
机器,5
学习,5
获,5
中国计算机学会,5
分会,5
主持,5
方向,5
软件,5
美国,5
时间,5
地点,5
分子,5
院士,4
时,4
报告厅,4
教,4
全,4
非线性,4
理论,4
南非国家,4
评估,4
入选,4
专业,4
沙龙,4
主办单位,4
方法,4
数据挖掘,4
基因组,4
访问,4
理事,4
校,4
奖,4
重点项目,4
作为,4
天河,4
高性能,4
重构,4
作者,4
嘉宾,4
ʹ,4
基因,4
诊断,4
蛋白质,4
变异,4
青年,4
江苏省,4
热处理,4
现任,3
比勒陀利亚,3
电子,3
中心,3
全球,3
引用,3
指数,3
取得,3
发展,3
基金会,3
一等奖,3
学者,3
当选,3
类,3
科学家,3
杰出,3
杂志,3
编委,3
副主编,3
程序,3
大会,3
顾问,3
研究生,3
室,3
信息科学,3
生命科学,3
平台,3
相关,3
信息处理,3
重点,3
数据库,3
学术会议,3
二等奖,3
专业组,3
人工智能,3
客座,3
会,3
计划,3
哈尔滨工业大学,3
获得者,3
专著,3
科学,3
执行,3
测序,3
目前,3
冷冻电,3
镜,3
中科院,3
楼,3
博士学位,3
精准,3
材料,3
协同,3
科协,3
东南大学,3
高,3
日本,3
西南,2
计信院,2
学术报告,2
工程院,2
科学院,2
环境,2
信息技术,2
基地,2
工程师,2
数,2
超过,2
总数,2
控制系统,2
设计,2
工业,2
系统优化,2
部,2
截至,2
近,2
领导,2
跨学科,2
研究成果,2
荣获,2
研究所,2
矿业,2
电力,2
总公司,2
法国,2
英国,2
瑞典,2
合作,2
基金项目,2
总,2
承担,2
中国教育部,2
德国,2
连续,2
成就奖,2
过,2
讲座,2
著名,2
编辑,2
任,2
重要,2
成为,2
能源部,2
部长,2
时代,2
研究生院,2
承办,2
单位,2
系,2
机遇,2
挑战,2
学生,2
创新,2
不同,2
上海市,2
智能,2
金融,2
致力于,2
教育部,2
科技进步,2
会员,2
主任委员,2
人工生命,2
具体,2
可,2
个人主页,2
陕西省,2
运筹学,2
常务理事,2
评审,2
评审组,2
国家自然科学基金,2
数学,2
郭茂祖,2
杰出青年,2
科学基金,2
评为,2
现,2
完成,2
超级计算机,2
负责人,2
研究院,2
特聘,2
出版,2
军队,2
交叉科学,2
协会,2
副理事长,2
科技,2
广东省,2
超算,2
主编,2
网络,2
并行,2
金奖,2
大规模,2
申请,2
专利,2
大分子,2
断层,2
