词汇,词频
研究,97
人,65
报告,61
国家,55
中国,54
学院,47
教授,38
项,38
项目,34
大学,30
学术,29
主要,28
技术,28
化学,28
获,27
论文,26
简介,24
发表,24
重庆市,24
西南,23
题目,22
科学,22
国际,22
发展,22
历史,22
报,21
告,21
委员会,21
专家,21
博士,20
中心,20
语言学,20
主持,19
科协,18
新,18
主办单位,18
研究员,18
文学,18
从事,18
时,17
—,17
实验室,17
主任,17
学会,17
科技,16
博士后,16
应用,16
讲,15
导师,15
计划,15
重点,15
主,15
是,14
有,14
主讲人,14
副,14
专业,14
时间,13
地点,13
北京大学,13
委员,13
动物,13
先后,13
获得,13
经济,13
下午,12
工作,12
基金,12
讲座,12
国家自然科学基金,12
男,12
期刊,12
语言,12
副教授,11
校,11
大,11
分子,11
毕业,11
研究所,11
学者,11
生物,11
重大,11
博士学位,11
硬笔书法,11
报告厅,10
院士,10
教育部,10
奖,10
方法,10
领域,10
基础,10
引,10
法学,10
管理,10
高,9
工程,9
世界,9
部,9
创新,9
一等奖,9
学术期刊,9
开展,9
全国,9
博士生,9
教,9
二等奖,9
鱼类,9
论坛,9
博丹,9
讲堂,8
理工大学,8
出版,8
理论,8
系统,8
试剂,8
中国科学院,8
现任,8
国内,8
传统,8
著作,8
作者,8
科技进步,8
环境,8
包括,8
保护,8
帝国,8
普遍,8
版,8
社科,8
外国语,8
庞,8
美国,8
结构,8
哲学,7
工程学院,7
分析,7
联合,7
化工学院,7
到,7
入选,7
青年,7
欢迎,7
基因,7
理事,7
资助,7
上午,7
成果,7
沙龙,7
星期五,7
生长,7
相关,7
学报,7
欧洲,7
法,7
方向,7
重庆,7
文化,7
青春,7
伤痕,7
南洋,6
楼,6
顾问,6
地理,6
室,6
硕士,6
日本,6
任,6
当选,6
副主编,6
专著,6
出,6
转基因,6
自然科学,6
专项,6
课题,6
纳米,6
主题,6
研究生院,6
培养,6
期,6
罗马,6
试图,6
社会科学,6
认知,6
浙江大学,6
咨询,6
协会,6
中华,6
金融,6
体育,6
题,5
新加坡,5
学生,5
担任,5
双金属,5
教学楼,5
年度,5
金属,5
有机化学,5
主席,5
有机,5
次,5
方面,5
主编,5
同学们,5
参加,5
发明专利,5
会,5
国内外,5
材料,5
目前,5
•,5
载,5
法国,5
罗马法,5
学派,5
主义,5
四川大学,5
院长,5
河南大学,5
城市,5
山东,5
设计,5
艺术,5
电影,5
新闻,5
中国社会科学院,5
安全,5
根系,5
大后方,5
抗战,5
环节,4
学术报告,4
目,4
颁奖,4
机器,4
学习,4
电子信息,4
引用,4
类,4
德国,4
英国,4
科学基金,4
特聘,4
作为,4
带头人,4
上海,4
北京,4
生物学,4
学术论文,4
人生,4
远军,4
晚上,4
教室,4
教务处,4
教育,4
主讲,4
内容,4
写作,4
踊跃,4
会议室,4
小型,4
猪,4
利用,4
研制,4
药物,4
代谢,4
化,4
基金项目,4
通讯,4
科研,4
授权,4
省部级,4
重要,4
高校,4
发光,4
中科院,4
研究生,4
单位,4
讲师,4
墓,4
现,4
级,4
城乡规划,4
书院,4
持,4
人文,4
访问学者,4
史,4
政治,4
舒国滢,4
粒子,4
组装,4
光学,4
重点项目,4
常务理事,4
重庆大学,4
学士,4
生态学,4
土地,4
建设,4
拉,4
曼光谱,4
当代,4
影视,4
会员,4
论元,4
完成,4
汉语,4
边界,4
篇章,4
电网,4
取得,4
信息安全,4
农村,4
建筑,4
轰炸,4
周五,3
王,3
哲学系,3
系列,3
贡献奖,3
编辑,3
研究者,3
集团,3
汽车,3
辅助,3
识别,3
协同效应,3
深,3
一楼,3
本科毕业,3
厦门大学,3
化学系,3
南京大学,3
学院院长,3
杰出青年,3
人才,3
来,3
生命,3
编委,3
创制,3
出版社,3
周四,3
著名作家,3
作家,3
作品,3
长篇,3
黄济,3
人大代表,3
成员,3
评论,3
形式,3
创作,3
能量,3
申报,3
实验,3
硕士生,3
培育,3
敲出,3
品系,3
军队,3
高技术,3
优秀,3
中青年,3
优秀人才,3
农业,3
稀土,3
合成,3
优秀青年,3
获得者,3
连续,3
问题,3
表面,3
体系,3
著名,3
吉林省,3
健康,3
运动,3
糖,3
生态,3
水产,3
探索,3
调控,3
科研项目,3
权威,3
篇,3
核心,3
通知,3
班,3
师范,3
预告,3
秩序,3
过程,3
法学家,3
解读,3
论证,3
万民法,3
神圣,3
评注,3
人文主义,3
部分,3
研究成果,3
参考,3
成为,3
时刻,3
演变,3
体,3
性质,3
检测,3
计算,3
李章,3
吕,3
规划,3
科学技术,3
博雅,3
研究会,3
外文,3
博导,3
资源,3
水生,3
兼任,3
副理事长,3
刊物,3
区域规划,3
研究院,3
土地利用,3
主任委员,3
规程,3
表,3
界面,3
合作,3
书法,3
现代,3
袁智忠,3
疼痛,3
选择,3
显著性,3
西方,3
教学,3
移动,3
刘,3
电气设备,3
工程技术,3
中国工程院,3
网络安全,3
篮球,3
协同,3
荧光,3
理性,2
爱智,2
杯,2
辩论赛,2
散文,2
结合,2
黄广斌,2
星期六,2
南区,2
食堂,2
电子,2
评为,2
影响力,2
精英,2
视频,2
驾驶,2
脑机,2
交互,2
人机交互,2
未来,2
决策,2
先进,2
信息,2
跟踪,2
总,2
席振峰,2
星期一,2
河南,2
