词汇,词频
研究,39
报告,28
教授,28
人,26
获得,24
分子,18
报,17
告,17
中国,17
大学,16
微生物,16
合成,16
奖,14
化学,13
简介,12
论文,12
获,12
青年,12
博士学位,11
学院,11
生物,11
材料,10
西南,10
发表,10
技术,10
研究员,10
从事,10
生物学,10
体系,10
化工学院,10
主要,9
药物,9
南京大学,9
表面,9
结构,8
国际,8
博士后,8
天然,8
研究所,8
海洋,8
计算,8
专家,7
会,7
理论,7
调控,7
加拿大,6
院士,6
上午,6
主办单位,6
工程,6
方法,6
是,6
科学,6
中心,6
改造,6
校,6
科协,6
工作,6
机制,6
应用,6
设计,6
响应,6
项目,5
时间,5
地点,5
科学家,5
学者,5
主,5
研究院,5
链,5
功能,5
中国科学院,5
产生,5
副教授,5
发展,5
有,5
马晶,5
学术,5
黎书华,5
超,5
文化,5
新加坡国立大学,5
患者,5
＂,4
学术报告,4
参加,4
陈,4
博士,4
英国,4
领域,4
超过,4
纳米,4
美国,4
产物,4
国家,4
实验室,4
副,4
主任,4
霉素,4
治疗,4
教育部,4
二等奖,4
发掘,4
重要,4
用于,4
过程,4
物质,4
开关,4
膜,4
混合,4
课题组,4
具有,4
历史,4
河北省,4
近代,4
钱币,4
超构,4
情感,4
锂,4
元素,4
碳酸锂,4
名师,3
研究生,3
到,3
主题,3
教,3
合作,3
协会,3
学士学位,3
硕士学位,3
先进,3
会议,3
自然科学,3
优秀,3
获得者,3
副主编,3
杂志,3
进行,3
动画,3
系主任,3
楼,3
主讲人,3
•,3
电影,3
方向,3
学士,3
部,3
农业,3
基础,3
上海交通大学,3
长,3
重点,3
专业,3
委员会,3
入选,3
科技,3
相关,3
上海师范大学,3
生命,3
霉菌,3
基因组,3
菌,3
研发,3
计划,3
基金,3
项,3
台州,3
生物制药,3
利用,3
多拉,3
菌素,3
活性,3
人才,3
称号,3
时,3
博士生,3
导师,3
中国化学会,3
日本,3
内容,3
电,3
实验,3
制备,3
量子化学,3
化学家,3
协会理事,3
物理,3
大分子,3
相,3
广泛,3
抗战,3
新加坡,3
光学,3
障碍,3
分布,3
国家外国专家局,2
海外,2
讲座,2
瑞尔,2
森,2
陈道伦,2
能源,2
学部,2
焊接,2
会士,2
陈博士,2
世界,2
著名,2
杰出,2
期刊,2
大学美术,2
战争,2
表现,2
—,2
讲,2
艺术史,2
系,2
图书馆,2
持,2
前沿,2
毕业,2
普林斯顿大学,2
艺术,2
报告厅,2
优化,2
白林泉,2
华中农业大学,2
现任,2
代谢,2
微生物学,2
遗传,2
研究成果,2
高等学校,2
科技奖,2
使能,2
芦银华,2
上海,2
助理,2
解析,2
开发,2
适用,2
代谢工程,2
产业化,2
细胞,2
新型,2
提供,2
毛旭明,2
浙江大学,2
浙江省,2
制药,2
近年来,2
主持,2
课题,2
参与,2
夏,2
成功,2
实现,2
目前,2
发明,2
认知,2
孙超岷,2
人体,2
方面,2
光电,2
半月,2
教室,2
国家杰出青年基金,2
化学奖,2
青年教师,2
南京,2
荣誉,2
任,2
起任,2
光,2
精确,2
模拟,2
相互作用,2
电场,2
排列,2
有序,2
短链,2
预测,2
性质,2
复杂,2
计算方法,2
院长,2
亚太地区,2
科学院,2
现,2
担任,2
化学系,2
物理系,2
凝聚,2
能量,2
分子晶体,2
光谱,2
新,2
探讨,2
大后方,2
题,2
戴建兵,2
河北师范大学,2
举办,2
中青年,2
社科,2
教学,2
指导,2
纸币,2
史,2
社会科学,2
文摘,2
仇成伟,2
新币,2
包括,2
大会,2
介绍,2
光束,2
心理学,2
双向,2
脑,2
纽卡斯尔,2
神经科学,2
整合,2
数据,2
大脑,2
成像,2
干预,2
关系,2
状态,2
临床,2
水平,2
莅临,1
做,1
请,1
积极,1
组织,1
轻量化,1
耐久性,1
道,1
伦,1
交流,1
处处,1
工程院,1
矿业,1
冶金,1
石油,1
矿物,1
采矿,1
多伦多,1
机械,1
工业,1
工程系,1
东北大学,1
理学,1
中国科学院金属研究所,1
奥地利,1
维也纳,1
关键,1
变形,1
疲劳,1
连接,1
撰写,1
非,1
公开,1
认定,1
高,1
引,1
复合材料,1
名字,1
命名,1
总理,1
卓越,1
理事会,1
萨尔瓦,1
萨霍塔,1
编委会,1
成员,1
受邀,1
重大,1
问题,1
评论,1
当代艺术,1
来自,1
明信片,1
美国宾夕法尼亚大学,1
段运冬,1
美术学院,1
协办,1
单位,1
宾夕法尼,1
艾略特,1
罗丝琳,1
杰夫,1
现代,1
媒介,1
剑桥大学,1
文学,1
出版,1
消失,1
女性,1
静止,1
运动,1
摄影,1
动画电影,1
著作,1
硕士,1
开设,1
批评,1
课程,1
欢迎,1
师生,1
莅临指导,1
星期四,1
隆平楼,1
联,1
牛国清,1
抗真菌,1
多烯聚酮,1
释放,1
聘,1
山东大学,1
美国华盛顿大学,1
生物工程,1
兼任,1
遗传学,1
抗肿瘤,1
安丝,1
糖尿病,1
阿卡,1
波糖,1
抗,1
水稻,1
纹枯病,1
井冈,1
抗鸡,1
球虫,1
盐,1
放线菌,1
机理,1
基因组研究,1
十大,1
进展,1
国家自然科学奖,1
高产,1
菌种,1
育种,1
环境,1
南京农业大学,1
植物,1
生理,1
生态,1
出站,1
留所,1
历任,1
副研究员,1
调入,1
鉴定,1
密切相关,1
基因,1
提升,1
效率,1
促进,1
底盘,1
创建,1
异源,1
来源,1
解决方案,1
学术期刊,1
达托,1
系统优化,1
医学院,1
复旦大学,1
生命科学,1
美国加州大学洛杉矶分校,1
通讯,1
作者,1
生化,1
系列,1
国家自然科学基金,1
省部级,1
进步奖,1
一等奖,1
抗生素,1
菌株,1
关键技术,1
德国,1
图,1
宾根,1
面向,1
实施,1
构建,1
策略,1
质粒,1
标记,1
重排,1
海正药业,1
联合,1
国产化,1
杀菌,1
素,1
阿维菌素,1
尼莫,1
克汀,1
代谢物,1
优产,1
申请,1
授权,1
专利,1
上海市,1
湖北省,1
三等奖,1
美国加州大学伯克利分校,1
中科院,1
百,1
青岛,1
鳌山,1
优秀青年,1
山东省,1
杰出青年,1
支持,1
泰山,1
青岛市,1
创新,1
创业,1
领军,1
学术论文,1
团队,1
特殊,1
生境,1
适应,1
绿色,1
环境保护,1
健康,1
显著,1
生物农药,1
环保,1
产品,1
前体,1
理论依据,1
马,1
晶,1
新世纪,1
霍英东,1
创新奖,1
女,1
理工大学,1
作为,1
振兴,1
歧,1
阜,1
研制,1
热,1
激励,1
功能性,1
关键在于,1
外界,1
刺激,1
在于,1
低,1
覆盖度,1
且,1
动力学,1
单层,1
类,1
成膜,1
可,1
长链,1
构象,1
变化,1
紧密,1
出,1
前景,1
覆盖,1
良好,1
光吸收,1
储能,1
砷,1
基,1
拓扑,1
绝缘体,1
电池,1
执行,1
长江,1
特聘,1
当选,1
量子,1
理事,1
中南工业大学,1
周期性,1
电子,1
高效,1
分块,1
基态,1
直接,1
较小,1
子,1
量子力学,1
组装,1
振动,1
极大,1
拓展,1
范围,1
活化,1
硼,1
硼键,1
有机合成,1
跨学科,1
学术论坛,1
暨,1
次,1
沙龙,1
活动,1
通告,1
河北人,1
潘,1
洵,1
周五,1
荟,1
文楼,1
室,1
享有,1
突出贡献,1
模范,1
教师,1
河北,1
人选,1
国务院,1
特殊津贴,1
历史学,1
委员,1
著,1
金钱,1
银两,1
钱票,1
专题,1
收藏,1
银行,1
货币,1
金融,1
大辞典,1
县乡,1
专著,1
光明日报,1
近代史,1
国内,1
报刊杂志,1
学,1
文章,1
新华,1
全文,1
转载,1
美,1
韩,1
国,1
报刊,1
应邀,1
赴,1
南非,1
韩国,1
法国,1
荷兰,1
港,1
台,1
学术会议,1
宣读,1
重庆,1
中国共产党,1
革命,1
精神,1
资源,1
讲堂,1
题目,1
平面,1
星期三,1
下午,1
大楼,1
二楼,1
会议室,1
麻省理工学院,1
直到,1
年底,1
入职,1
晋升为,1
讲席,1
奖学金,1
学会,1
总计,1
达到,1
目前为止,1
并作,1
客座,1
主编,1
主席,1
单元尺寸,1
波长,1
比拟,1
超薄,1
人工,1
能够,1
有效,1
薄,1
尺寸,1
高频率,1
出现,1
有趣,1
原理,1
制造,1
能力,1
面临,1
挑战,1
行为,1
具体,1
全息,1
高像素,1
打印,1
动态,1
涡旋,1
生成,1
厚度,1
小于,1
透镜,1
器件,1
铺平,1
道路,1
小型化,1
和易,1
扩展,1
优势,1
目,1
皮层,1
模态,1
神经,1
影像,1
疾病,1
诊断,1
弥散,1
张量,1
摘要,1
高涨,1
低落,1
特征,1
